doi;year;authors;title;abstract;citations
N/A;2022;M.+Radotich;Conceptual Design Of Tiltrotor Aircraft For Urban Air Mobility;There has been an abundance of new and novel aircraft designs created for Urban Air Mobility (UAM) in recent years. The National Aeronautics and Space Administration (NASA) contributes to the research and development of this industry in part by applying its aircraft design tools to create conceptual designs of UAM reference vehicles. The vehicles are intended to quantify the tradeoffs and performance capabilities necessary for VTOL (vertical takeoff and landing) aircraft in the UAM design space. The reference vehicles represent a variety of configurations that seek to encompass many of the design characteristics suitable for UAM. This work focuses on the conceptual design process of two new NASA reference vehicles. Both aircraft are configured as conventional tiltrotors, but one is powered by turboshaft engines, and one is fully electric. The sizing and performance of the two aircraft are discussed, as well as how the performance and characteristics compare to a selection of other NASA reference vehicles. It is found that the tiltrotor configuration is capable of reaching speeds 43% to 51% faster than the other turboshaft designs, and 54% to 93% faster than the other electric designs. The increased speed leads to a 24% to 42% decrease in overall mission time. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;D.+Jayasundara J.+Baeder;Aeroacoustic Analysis Of Non-Periodic Propeller Motions;The future of urban air mobility (UAM) highly depends on the ability to design electric vertical take-off and landing (eVTOL) aircraft with lower noise emissions. eVTOLs need to be quieter not only during steady flight but also during transient maneuvers such as take-off and landing, propeller rotational speed variations, and transitions between hover and forward flight modes. Propeller aeroacoustic studies have heavily depended upon experiments and low fidelity numerical frameworks. Wind tunnel and flight testing are expensive and time-consuming. Numerical schemes based on low-fidelity aerodynamic solvers such as blade element momentum theory or other modeling methods may not adequately account for the complex aerodynamics of the transient maneuvers. Therefore, this study attempts to create a more robust high-fidelity framework to simulate the aeroacoustics of propellers that undergo unsteady non-periodic maneuvers by coupling a Ffowcs Williams-Hawkings solver with computational fluid dynamics (CFD) based on Reynolds Averaged Navier-Stokes (RANS) equations. Furthermore, it uses the framework to study propeller transition from hover to forward flight, while reducing the rotational speed. The results obtained from the unsteady simulation are compared with those obtained from quasi-steady simulations at intermediate steps of the transition. A tilting quasi-steady simulation is performed at the halfway point to more closely approximate the unsteady simulation. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;L.+Weist N.+Schatzman;Rabbit: A Rapid Low Fidelity Bvi Prediction Tool  Comparison And Validation Using The Nasa Rvlt Toolchain;Rotorcraft noise source identification is at the forefront of civil rotorcraft applications with the emergence of the Urban Air Mobility (UAM) market. Blade Vortex Interaction (BVI) has been identified as one key source of noise produced by a rotor. To predict BVI occurrences for various Urban Air Mobility (UAM) configurations, the RApid Blade and Blade-Vortex InTeraction (RABBIT) tool was developed and utilized. The tool is built from a Beddoes Wake Model, and computes variables such as miss distance and BVI angle to calculate an impulse factor, which is able to visualize BVI for a given vehicle and flight condition. A complete checkout of this tool and comparison with CAMRADII and ANOPP2/AARON, is performed. A wake comparison between RABBIT and CAMRADII is presented, and BVI is compared with ANOPP2/AARONs acoustic pressure time history to verify the tools effectiveness and accuracy. Three NASA Revolutionary Vertical Lift Technology (RVLT) concept vehicles were analyzed with increasing geometric and aerodynamic complexity, including the Quiet Single Main Rotor (QSMR), Side-by-Side, and Quadrotor. An analysis of the results concludes that RABBIT presents a low-fidelity tool that accurately predicts BVI location and intensity for multiple vehicle configurations and various flight conditions. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;S.+J.+Wright;Aeroelastic Analysis Of An Urban Air Mobility Rotor In Forward Edgewise Flight;Urban Air Mobility vehicle concepts represent a new type of vertical lift machine. From the use of multirotor configurations to the use of variable RPM for thrust control of rigid, propeller-style rotors, many of the UAM concepts observed in industry have departed significantly from traditional VTOL designs. While such novel vehicle types may provide beneficial mission capability and efficiency, they have not been as thoroughly studied as more traditional configurations, and new aeromechanics analysis must be conducted. Operating states such as low-tip-speed rotors in edgewise flight may prove to yield unusual aeroelastic behavior and must be investigated. In the present work, a rotorcraft comprehensive analysis is used to analyze the aeroelastic characteristics of a fixed-pitch, variable RPM rotor in edgewise flight. The rotor model, a three-bladed, fixed pitch propeller, was developed in a previous work. Floquet theory analysis is used to capture the periodic nature of the dynamics. Parameters such as rotor rotational speed, forward flight speed, and blade torsion stiffness are varied and their impact on performance and stability are assessed. A value of torsion stiffness is identified to yield stable flight from 0-100 kts with a wide range of RPM values. The results may be used to provide insight into the aeroelastic characteristics of certain UAM-type rotors. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;A.+Karon M.+Mayo;Rotor-Rotor Interaction Effects On Noise From A Tandem Rotor Configuration;Multi-rotor configurations are commonly employed when developing drones as well as Urban Air Mobility (UAM) vehicles. Understanding the noise generated by these multi-rotor configurations is critical to designing quieter aircraft that will be accepted by the communities they operate in. Additionally, Computational Fluid Dynamics (CFD) and Computational Aero-Acoustic (CAA) codes, which aid in the design of these novel aircraft, have typically not been validated for these complex configurations due to lack of experimental data. This study is focused on the collection and analysis of acoustic and performance data for a tandem rotor configuration. The collected data sheds light on the effect of rotor-rotor interaction on total noise generation and can be used for CFD/CAA validation. A key result fromthis study is that the tandemrotor configuration creates a time varying oscillation effect on SPLs at the generated tones, particularly the BPF. It is also shown that for counter-rotating rotor pairs, the noise increases are directed in the rearward direction, while for the co -rotating rotors, the noise increases independent of direction. Additionally, the spacing of rotors is more important in the rearward direction for counter-rotating rotors. Copyright 2021 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;J.+Cornelius S.+Schmitz;Rotor Performance Predictions For Uam - Single Vs Coaxial Rigid Rotors;The recent increased interest in advanced air mobility (AAM), specifically within urban air mobility (UAM) and electric vertical take-off and landing (eVTOL) applications, has created a need to better understand and be able to predict the performance of these vehicles. Various configurations of AAM platforms are constantly being proposed, but the majority of them are based on a multi-rotor system consisting of single or coaxial rotors. This work summarizes a CFD model development using a hybrid BEMT and unsteady RANS flow solver, Rotorcraft CFD, which predicts rotor performance at a fidelity suitable for engineering design in a fraction of the time required by conventional CFD methods. Single and coaxial rotor configurations are presented using two-bladed KDE 30.5 rotors and are compared to test data obtained in the NASA Langley 14- by 22- ft. Subsonic Tunnel Facility. The simulations were run with both fully-turbulent and free-transition airfoil performance tables to quantify the associated uncertainty. Simulation results comparing an isolated single rotor to a coaxial rotor system are also presented. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;S.+J.+Wright H.+V.+Cummings;Pretest Comprehensive Analysis For The Urban Air Mobility Side-By-Side Test Stand;The Urban Air Mobility (UAM) Side-by-Side Test Stand (SBS) is a two-rotor test stand designed and built at NASA Ames Research Center under the Revolutionary Vertical Lift Technology (RVLT) Project. The SBS entered service in the wind tunnel in the latter part of 2021 and allows for the experimental analysis of rotor-rotor interactions for UAM vehicles of the side-by-side variety. The SBS will allow investigation of the effect of numerous variables such as rotor lateral separation, rotor collective pitch, model pitch angle (), rotor rotation direction, and flight speed. This paper presents performance predictions for the SBS. These predictions, which were generated using CAMRAD II, provided increased assurance of the safe operational limits of the system. Additionally, these results, when compared with future data, will be used for validation of the computational models. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;M.+Chrit D.+Berchoff;Weather Solutions For Vtol Aircrafts Urban Operations;Advanced Air Mobility (AAM) operations and airspace management depend on accurate weather data for safe, sustainable, affordable and accessible services. Accurate urban weather data requires a robust, autonomous and reliable sensing, modeling and data processing systems capable of detecting and communicating weather hazards in near-real time. TruWeather Solutions (TWS) is addressing wind challenges that impact small Unmanned Aerial Systems (UAS) and Urban Air Mobility (UAM) airframes. TWS with several partners were awarded NASA projects to develop three services dependent upon data collected from sensing infrastructure deployed in an urban weather testbed. These services range from optimally placing sensors, flagging off-nominal data and detecting wind hazards based on high-resolution scans. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;N.+J.+Peters C.+Silva J.+Ekaterinaris;A Data-Driven Reduced Order Model Of An Isolated Rotor;There are numerous conceptual design stage rotorcraft analysis tasks which demand a high-fidelity and low cost method for rotor load distribution predictions. Considering Urban Air Mobility (UAM) vehicles aim to operate in close proximity to buildings and with unique rotor configurations, there is a significant challenge in quickly and accurately modeling rotors operating in complex, turbulent flow fields. One potential path for deriving a high-fidelity, low cost rotor model is with data-driven surrogate modeling. In this study, an initial investigation is taken to apply a proper orthogonal decomposition (POD) based reduced order model (ROM) for the purpose of pressure distribution prediction. In this study, a POD ROM was derived to produce distributed pressure predictions on rotor blades subjected to topology change due to variation in twist and taper ratio. Rotor twist was varied between 0, 10, 20, and 30 while taper ratio was varied between 1.0, 0.9, 0.8, and 0.7. All rotors consisted of a single blade. The POD ROM was validated for three demonstration cases, a high thrust rotor in hover, a low thrust rotor in hover, and a rotor in forward flight with a flight speed of M = 0.1. Results showed highly accurate distributed load predictions could be achieved at minimal computational cost. Computational cost for hovering blade surface pressure modeling was reduced from 12 hours on 440 cores to 105 seconds on a single core. For blade in forward flight cost was reduced from 20 hours on 440 cores to 0.6 seconds on a single core. For cases of high thrust and low thrust rotors, POD ROM was used to undergo a design optimization of the rotor such that figure of merit was maximized. Total optimization time for each case was 1 minute. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
N/A;2022;N/A;Aeromechanics For Advanced Vertical Flight Technical Meeting 2022;The proceedings contain 50 papers. The topics discussed include: conceptual design of a tiltduct reference vehicle for urban air mobility, conceptual design of tiltrotor aircraft for urban mobility, aeroelastic analysis of an urban air mobility rotor in forward edgewise flight, optimum speed tiltrotor, recent testing and applications, variations in thrust sharing for torque-balanced lift-offset coaxial rotors, detailed structural design for the co-axial compound rotorcraft based on the physics-based approach, fabrication, measurement, and modeling of lithium sulfur and li-ion electrochemistry, understanding fluid dynamic forces on a cycloidal rotor in forward flight, vacuum and hover test of a double anhedral tip composite rotor, rotor-rotor interaction effects on noise from a tandem rotor configuration, aeroacoustic analysis of non-periodic propeller motions, and structural design and aeromedical analysis of unconventional blades for future mars rotorcraft.;N/A
N/A;2022;S.+Withrow-Maser J.+Aires A.+Ruan C.+Malpica S.+Schuet;Evaluation Of Heave Disturbance Rejection And Control Response Criteria On The Handling Qualities Of Urban Air Mobility (Uam) Evtol Quadrotors Using The Vertical Motion Simulator;The first piloted handling qualities study of an urban air mobility (UAM) vehicle leveraging the Vertical Motion Simulator (VMS) at NASA Ames Research Center was conducted in Spring 2021. The VMS provides a unique capability to reduce risk by assessing and iterating control designs. Minimal sources currently exist to provide performance and handling qualities data for large, rotor speed-controlled vehicles outside of the software environment. The study compares multiple handling qualities performance configurations for rotor speed and blade pitch-controlled variants of a six-passenger quadrotor conceptual design model developed by the NASA Revolutionary Vertical Lift Technology (RVLT) Project. Additionally, both ADS-33 and a tailored set of performance standards (notionally representing the agility required of a UAM mission) are examined under conditions with and without light turbulence. Preliminary results did show significant variation in ratings based on the set of standards utilized, controller tuning to either Level 1 or boundary Level 1/ Level 2 conditions, and presence or lack of turbulence. A custom approach and landing maneuver was also designed to bring these evaluation tasks together in a more comprehensive application. Copyright 2022 by the Vertical Flight Society. All rights reserved.;N/A
10.1080/09243046.2022.2119832;2022;B.+Yoon J.+Kim C.+Kang M.+K.+Oh U.+Hong J.+Suhr;Experimental And Numerical Investigation On The Effect Of Material Models Of Tire Tread Composites In Rolling Tire Noise Via Coupled Acoustic-Structural Finite Element Analysis;Tire noise has received enormous attention for its importance in vehicle noise, vibration, and harshness (NVH) along with noise regulation. This study demonstrates a numerical prediction of the rolling tire noises considering tread composite material models in the coupled acoustic-structural finite element analysis. The viscoelastic master curves were developed for the frequency-dependent damping in the structural vibrations of the tire. It was numerically found that the tread composites with 230.4% and 1,428% larger storage (E) and loss moduli (E), respectively, resulted in 1.169.79% louder structure-borne noises. Moreover, the elastic modulus (E) of the tread composites was proportionally related to the tire noises, suggesting that reduced elastic and viscoelastic moduli are desired for low-noise tires. This study can contribute to thoroughly understanding how the composite material properties, particularly viscoelasticity, can be designed to control structural noise and vibration in next-generation structures such as autonomous electric vehicles and urban air mobility. 2022 Japan Society for Composite Materials, Korean Society for Composite Materials and Informa UK Limited, trading as Taylor & Francis Group.;N/A
10.23919/ACC53348.2022.9867852;2022;M.+Doff-Sotta M.+Cannon M.+Bacic;Fast Optimal Trajectory Generation For A Tiltwing Vtol Aircraft With Application To Urban Air Mobility;We solve the minimum-thrust optimal trajectory generation problem for the transition of a tiltwing Vertical Take-Off and Landing (VTOL) aircraft using convex optimisation. The method is based on a change of differential operator that allows us to express the simplified point-mass dynamics along a prescribed path and formulate the original nonlinear problem in terms of a pair of convex programs. A case study involving the Airbus A3 Vahana VTOL aircraft is considered for forward and backward transitions. The presented approach provides a fast method to generate a safe optimal transition for a tiltwing VTOL aircraft that can further be leveraged online for control and guidance purposes. 2022 American Automatic Control Council.;N/A
10.1007/s11116-022-10334-4;2022;F.+Song S.+Hess T.+Dekker;Uncovering The Link Between Intra-Individual Heterogeneity And Variety Seeking: The Case Of New Shared Mobility;Preferences can vary both across respondents (i.e. inter-respondent preference heterogeneity) and across choice tasks within respondents (i.e. intra-respondent preference heterogeneity). Ignoring the existence of intra-respondent preference heterogeneity could bias preference elicitation and demand forecast. Thus far, most studies covering inter- and intra-respondent preference heterogeneity have applied the mixed multinomial logit model. Meanwhile, the behavioural explanations for such preference variations remain under-explored. This paper accommodates inter- and intra-respondent preference heterogeneity through a two-layer latent class modelling structure, where the continuous random distributions are replaced with discrete mixtures in both layers. A latent variable representing variety-seeking is included to explain class membership probabilities, offering additional behavioural insights concerning the source of preference heterogeneity both across and within respondents. Two aspects associated with variety-seeking are examined: novelty-seeking (i.e. the inclination to adopt new modes) and alternation (i.e. the tendency to vary ones behaviour regularly by selecting different modes continuously). In the context of new shared mobility, this paper finds the role of both aspects in preference heterogeneity. Specifically, novelty seekers are found to be more likely to fall into the class with higher probabilities of switching from existing modes to the new air taxi service than novelty avoiders, and alternation seekers are more likely to belong to the class with higher probabilities to exhibit intra-respondent preference heterogeneity than alternation avoiders. This paper, therefore, provides empirical evidence to identify the target customers of the new air taxi service. 2022, The Author(s).;N/A
10.1007/s42405-022-00524-w;2022;B.+T.+Park H.+Kim S.+H.+Kim;Correction To: Vertiport Performance Analysis For On-Demand Urban Air Mobility Operation In Seoul Metropolitan Area (International Journal Of Aeronautical And Space Sciences, (2022), 10.1007/S42405-022-00505-Z);In this article the name of Hyeon-Mi Kim is given erroneously.It should be read: Hyeonmi Kim. The original article has been corrected. The Author(s), under exclusive licence to The Korean Society for Aeronautical & Space Sciences 2022.;N/A
10.1007/978-3-031-15444-7_9;2022;J.+Slma P.+Va J.+Faigl;Gng-Based Clustering OfRisk-Aware Trajectories IntoSafe Corridors;Personal air transportation on short distances is a promising trend in modern aviation, raising new challenges as flying in low altitudes in highly populated environments induces additional risk to people and properties on the ground. Risk-aware planning can mitigate the risk by preferring flying above low-risk areas such as rivers or brownfields. Finding such trajectories is computationally demanding, but they can be precomputed for areas that are not changing rapidly and form a planning roadmap. The roadmap can be utilized for multi-query trajectory planning using graph-based search. However, a quality roadmap is required to provide a low-risk trajectory for an arbitrary query on arisk-aware trajectory from one location to another. Even though a dense roadmap can achieve the quality, it would be computationally demanding. Therefore, we propose to cluster the found trajectories and create a sparse roadmap of safe corridors that provide similar quality of risk-aware trajectories. In this paper, we report on applying Growing Neural Gas (GNG) in estimating the suitable number of clusters. Based on the empirical evaluation using a realistic urban scenario, the results suggest a significant reduction of the computational burden on risk-aware trajectory planning using the roadmap with the clustered safe corridors. 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.;N/A
10.1109/MetroAeroSpace54187.2022.9855956;2022;G.+Fasano F.+Causa A.+Franzone C.+Piccolo L.+Cricelli A.+Mennella V.+Pisacane;Path Planning For Aerial Mobility In Urban Scenarios: The Smartgo Project;This paper presents the SMARTGO project aimed at developing an integrated planning framework to enable safe and autonomous flight operations in urban environment. To this aim, several constraints must be taken into account such as aircraft performance, navigation and control aspects, deconfliction with other UAVs, and minimization of the risk connected to the flight. A detailed overview of the project goals and their relevance with respect to the open literature is provided, along with a description of the main technical development, i.e., the envisaged planning strategy and the creation of context map to serve as the base for the planning. Some preliminary planning results are also presented. 2022 IEEE.;N/A
10.1109/ACCESS.2022.3201962;2022;J.+Hu X.+Yang W.+Wang P.+Wei L.+Ying Y.+Liu;Obstacle Avoidance For Uas In Continuous Action Space Using Deep Reinforcement Learning;Obstacle avoidance for small unmanned aircraft is vital for the safety of future urban air mobility (UAM) and Unmanned Aircraft System (UAS) Traffic Management (UTM). There are a variety of techniques for real-time robust drone guidance, but numerous of them solve in discretized airspace and control, which would require an additional path smoothing step to provide flexible commands for UAS. To deliver safe and computationally efficient guidance for UAS operations, we explore the use of a deep reinforcement learning algorithm based on Proximal Policy Optimization (PPO) to lead autonomous UAS to their destinations while bypassing obstacles through continuous control. The proposed scenario state representation and reward function can map the continuous state space to continuous control for both heading angle and speed. To verify the effectiveness of the proposed learning framework, we conducted numerical experiments with static and moving obstacles. Uncertainties associated with the environments and safety operation bounds are investigated in detail. Results show that the proposed model is able to provide accurate and robust guidance and resolve conflict with a success rate of over 99%. 2013 IEEE.;N/A
10.1109/MAES.2022.3200933;2022;M.+Vrdoljak O.+Halbe T.+Mehling M.+Hajek;Flight Guidance Concepts To Mitigate Flight Control System Degradation In Urban Air Mobility Scenarios;Continued safe flight under all foreseeable scenarios will be crucial to assure airworthiness and build trust in future vertical takeoff and landing (VTOL) urban air mobility (UAM) concepts. Successful pilot intervention will be especially important for handling emergency procedures. This paper demonstrates the use of human-centric flight guidance concepts to mitigate the effects of non-catastrophic failures in future VTOL UAM aircraft. Specifically, a single failure in the lateral steering function of an automatic flight control system is considered. A new waypoint guidance law is proposed to generate the required roll command to manually steer the aircraft toward a predefined safe landing zone. Two display concepts are proposed to aid the manual execution of the roll steering command: a head-down display (HDD), and a head-mounted display (HMD). The guidance law and the display concepts were integrated into a high-fidelity, wide field-of-view rotorcraft simulation environment. Human-in-the-loop experiments were performed with non-pilot test subjects. The effectiveness of the guidance law and display concepts along with the associated piloting performance and human factor impacts were assessed. The results indicated that all test subjects were able to reach a close vicinity of the final waypoint. The HMD induced lower workload whereas the HDD resulted in better tracking performance. IEEE;N/A
10.1109/AERO53065.2022.9843261;2022;R.+P.+Palanisamy C.+S.+Kulkarni M.+Corbetta P.+Banerjee;Fault Detection And Performance Monitoring Of Propellers In Electric Uav;Unmanned aerial vehicles (UAVs) are used in various industries such as agriculture and logistics, to name but a few, where their applications are beyond basic mapping, surveillance, and photography. In near future, UAVs are expected to be used in package delivery service and larger electric vertical takeoff and landing vehicles will be employed for urban air mobility applications (air taxi). Thus, several electric propulsion systems will enter the low-altitude airspace with frequent take offs and landings. To achieve state-of-the-art safety standards under such high traffic density, UAVs will require in-time fault detection and performance monitoring of critical powertrain components. This work focuses on propeller blade performance and damage detection in electric UAVs. Propellers are the fastest moving component in an UAV, even a minor defect in the propeller blades could cause performance deterioration, with consequent challenges in flying through the planned trajectory or adhere to the safety requirements of the operation. Monitoring and updating aerodynamic efficiency of each rotor would therefore enable the detection of off-nominal propeller conditions thus magnifying the state-awareness of powertrain monitoring systems based on the acquired electrical signals. An extended Kalman filter-based parameter estimation algorithm is being implemented that incorporates time history responses from UAV powertrain in conjunction with a full powertrain system model to identify changes in the propeller aerodynamic efficiency. Propeller fault detection is achieved by incorporating the aerodynamic parameters of the propeller into the powertrain model. The proposed technique is successfully validated with numerical simulations. 2022 IEEE.;N/A
10.4337/9781800375611.00017;2022;U.+A.+Tuncer;Digitalization In Urban Mobility: An Assessment Through The Iglus Framework;Over the last century, urban transport studies have traditionally focused on private cars, public transport, and their infrastructures. In the past few decades, there has been a paradigm shift and the concept of mobility has come to the forefront. This approach is more comprehensive, as it includes walking, cycling, new paratransit modes such as e-scooters and, again, their infrastructures. On the other hand, as in other urban infrastructures and services, there is a pervasive digitalization in urban mobility. Electric and urban air mobility, autonomous vehicles, shared services, and platformization are some of the popular topics that are now addressed widely in related literature. In this chapter, we focus on these new technologies and developments in urban mobility and analyze their implications for efficiency, sustainability, and resilience, making use of the IGLUS conceptualization, which is based on a systems approach. Therefore, the interdependence between new mobility and other urban infrastructures and potential scenarios for overall future urban context is also studied. Without a specific country, city, or context, there is a global angle and findings from related literature are synthesized to conduct an analysis. Matthias Finger and Numan Yanar 2022. All rights reserved.;N/A
10.1109/NAVITEC53682.2022.9847557;2022;J.+A.+Del P.+Nolle S.+M.+Razavi G.+Lindmark D.+Shrestha F.+Gunnarsson F.+Kaltenberger N.+Sirola O.+Sarkka J.+Rostrom K.+Vaarala P.+Miettinen G.+Pojani L.+Canzian H.+Babaroglu E.+Rastorgueva-Foi J.+Talvitie D.+Flachs;Design Considerations Of Dedicated And Aerial 5G Networks For Enhanced Positioning Services;Dedicated and aerial fifth generation (5G) networks, here called 5G overlay networks, are envisaged to enhance existing positioning services, when combined with global navigation satellite systems (GNSS) and other sensors. There is a need for accurate and timely positioning in safety-critical automotive and aerial applications, such as advanced warning systems or in urban air mobility (UAM). Today, these high-accuracy demands can partially be satisfied by GNSS, though not in dense urban conditions or under GNSS threats (e.g. interference, jamming or spoofing). Temporary and on-demand 5G network deployments using ground and flying base stations (BSs) are indeed a novel solution to exploit hybrid GNSS, 5G and sensor algorithms for the provision of accurate three-dimensional (3D) position and motion information, especially for challenging urban and suburban scenarios. Thus, this paper first analyzes the positioning technologies available, including signals, positioning methods, algorithms and architectures. Then, design considerations of 5G overlay networks are discussed, by including simulation results on the 5G signal bandwidth, antenna array and network deployment. 2022 IEEE.;N/A
10.1016/j.ifacol.2022.07.277;2022;Q.+Wei G.+Nilsson S.+Coogan;Safety Verification For Urban Air Mobility Scheduling;In Urban Air Mobility (UAM) networks, takeoff and landing sites, called vertiports, are likely to experience intermittent closures due to, e.g., adverse weather. For safety, it will be required that all in-Transit Urban Air Vehicles (UAVs) in a UAM network have alternative landing sites in the event of a vertiport closure. In this paper, we propose analytical conditions for developing an efficient algorithm that, given a proposed UAM schedule, verifies whether all UAVs are able to safely reach a back-up landing site in the event of a vertiport closure without violating the limited landing capacity of each vertiport in the network. If safety verification is not possible, the algorithm returns a counterexample demonstrating the violation. Our solution allows for uncertain travel time between UAM vertiports and scales quadratically with the number of scheduled UAVs. We demonstrate our algorithm on a UAM network with up to 1,000 UAVs. 2022 Elsevier B.V.. All rights reserved.;N/A
10.1016/j.ifacol.2022.07.195;2022;T.+Lombaerts K.+Shish J.+Kaneshige;Trim Envelope Calculations For A Tiltrotor In Forward Flight, Hover And Transitions;Urban Air Mobility (UAM) is a future mode of transportation that will require revolutionary new electronic vertical takeoff and landing (eVTOL) vehicle concepts and operations. One of the challenges for these eVTOL vehicles will be the complexity of the flight control task which requires operation in hover, forward flight and the transition between the two. The trim envelope is an important piece of information for analyzing which airspeeds and either flight path angles or vertical speeds are safely achievable in each flight regime. The largest share of the vehicle concept designs for UAM are some kind of vectored thrust vehicle, highlighting the importance of analyzing these flight regime transitions. This papercalculates and compares the trim envelopes for a generic tiltrotor aircraft model for different rotor tilt angles. Preliminary results confirm a narrow transition corridor that is a well-known characteristic of tiltrotor aircraft. 2022 Elsevier B.V.. All rights reserved.;N/A
10.1007/s42405-022-00505-z;2022;B.+T.+Park H.+M.+Kim S.+H.+Kim;Vertiport Performance Analysis For On-Demand Urban Air Mobility Operation In Seoul Metropolitan Area;This paper presents a methodology to evaluate the vertiport performance by analyzing the average waiting time for electric vertical take-off and landing (eVTOL) vehicles to use the vertiport. A series of analytical processes for vertiport design, demand prediction, and performance analysis is presented. To design the vertiport layout, we propose a novel algorithm that evaluates the surrounding obstacles by considering current regulations. The potential demand for air taxi services by urban air mobility (UAM) as multimodal transportation is predicted by a discrete choice model that estimates the probability of choosing an air taxi service given the time saving of UAM. Then, the sensitivity of demand was analyzed for the catchment area, travel cost, and the number of passengers on board. The sensitivity analysis showed that the demand for UAM was sensitive to all factors considered. Vertiport performance is evaluated by comparing the expected number of operations derived from the UAM demand to the vertiport capacity. The proposed methodology was applied to a vertiport in the Seoul metropolitan area for the initial UAM operations. The results show that having one less gate significantly increases the waiting time of the UAM when the utilization factor of the waiting queue is high. However, the average waiting time is less than 20 min (the maximum hover time of eVTOL vehicles) if the vertiport has a sufficient number of gates, depending on the traffic volume of UAM. Therefore, it is essential to determine the number of gates considering the expected traffic volume to ensure safe UAM operations. 2022, The Author(s), under exclusive licence to The Korean Society for Aeronautical & Space Sciences.;N/A
N/A;2022;S.+L.+Jones D.+Barazanchy J.+Widawsky W.+De;Manufacturing Process Considerations When Transitioning From Thermoset To Thermoplastic Composite Material For Urban Air Mobility Propellers;Thermoset (TS) and thermoplastic (TP) composites can both be found on aerospace structures, yet the use of TS composites on primary structures vastly exceeds the use of TP composites. In part, this may be attributed to the processing methods of the two fiber-reinforced polymers, as greater processing temperatures needed to cure TP composites when compared to TS composite manufacturing. The thermal formability of TP composites opens the door to fastener-free assemblies which has the benefit of reducing weight without compromising joint strength or requiring extensive co-curing. TP structures also offer a more rapid consolidation, allowing high-rate manufacturing, as needed by the urban air mobility market (UAM). To further explore and contrast applicable manufacturing methods of both material systems, a manufacturing demonstrator concept was designed. A generic propeller blade model was used as the reference structure for this research. This particular propeller blade model was originally designed for TS composite manufacturing. Alternative manufacturing methods were explored to produce the same propeller blade using TP composite materials and processes. The result is a road map for design for manufacturing of TP composite structures when converting from TS composites. Copyright 2022 by the authors and the University of South Carolina.;N/A
N/A;2022;C.+Croshaw C.+Davis L.+Ghanbari J.+Pandher J.+Wiggins;Crystallization, Rheological, And Induction Heating Properties Of Pekk Nanocomposites;Thermoplastic composites (TPC) are emerging as promising materials to enable high-rate composites aircraft manufacturing for urban air mobility and next generation single aisle commercial aircraft. TPCs offer high toughness, potential for rapid cycle times, and can be joined into fastener-free assemblies. One promising joining method, induction welding, uses electromagnetic fields to induce heating in TPC laminates stemming from electrically conductive carbon fibers. However, current induction welding heats up the entire laminates during joining, requiring heat sinks and complicated thermal management that increases cycle time and leads to complex crystallization behavior that varies throughout the laminate thickness. Herein, electrically conductive poly (ether ketone ketone) (PEKK)/ graphene nanocomposites are evaluated for their potential as susceptors for rapid heating. Induction heating experiments on PEKK/graphene are performed at 288 KHz and PEKK/graphene heating rates are analyzed using a thermal imaging camera. The influence of graphene on PEKK crystallization, melt viscosity, and thermomechanical properties are reported. Copyright 2022. Used by the Society of the Advancement of Material and Process Engineering with permission.;N/A
N/A;2022;L.+Ghanbari C.+Croshaw O.+Mcnair J.+Wiggins;Implications Of Thermal History On The Melt Processability Of Polyphenylene Sulfide;The realization of Urban Air Mobility (UAM) vehicles is dependent on low-cost high-rate composite manufacturing where viable solutions materialize at the intersection of new materials and innovative processes. Polyphenylene sulfide (PPS) is a high-performance thermoplastic polymer with desirable crystallization times, low melt viscosity, and high degree of crystallinity, however, thermal aging of PPS increases the zero-shear viscosity, retarding melt processing. PPS laminates are readily joined by induction welding processing wherein joining rates are proportional to material melt temperatures and crystallization profiles. For all the positives of PPS, the impacts of thermal aging of the matrix on induction welding efficiency and bond strength are not understood. This work examines the interdependencies of degree of thermal ageing of PPS, crystallization behavior as a function of processing temperature/time, and melt viscoelastic properties of PPS. Differential scanning calorimetry and frequency-dependent rheology were applied to correlate melt-state anneal time to degree of crystallinity and complex viscosity. Copyright 2022 by Jeffrey S. Wiggins.;N/A
